"Step","layer_10_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_10_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_5_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss","layer_0_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_pre_gpt2_standard_fisher_false_project_TinyStories - losses/mse_loss__MAX","layer_10_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_10_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_10_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_5_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_5_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_5_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX","layer_0_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss","layer_0_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MIN","layer_0_hook_resid_pre_gpt2_standard_fisher_true_project_TinyStories - losses/mse_loss__MAX"
"989","161.20860290527344","161.20860290527344","161.20860290527344","36.328189849853516","36.328189849853516","36.328189849853516","10.64486026763916","10.64486026763916","10.64486026763916","151.93238830566406","151.93238830566406","151.93238830566406","35.83440017700195","35.83440017700195","35.83440017700195","11.940427780151367","11.940427780151367","11.940427780151367"
"1019","383.71990966796875","383.71990966796875","383.71990966796875","290.4634094238281","290.4634094238281","290.4634094238281","9.65474796295166","9.65474796295166","9.65474796295166","376.2016296386719","376.2016296386719","376.2016296386719","276.25848388671875","276.25848388671875","276.25848388671875","10.827982902526855","10.827982902526855","10.827982902526855"
"1049","134.35382080078125","134.35382080078125","134.35382080078125","36.316219329833984","36.316219329833984","36.316219329833984","8.09172248840332","8.09172248840332","8.09172248840332","128.21273803710938","128.21273803710938","128.21273803710938","35.67048263549805","35.67048263549805","35.67048263549805","8.550006866455078","8.550006866455078","8.550006866455078"
"1079","118.0827865600586","118.0827865600586","118.0827865600586","29.562225341796875","29.562225341796875","29.562225341796875","12.79250717163086","12.79250717163086","12.79250717163086","115.06700897216797","115.06700897216797","115.06700897216797","29.291181564331055","29.291181564331055","29.291181564331055","14.42853832244873","14.42853832244873","14.42853832244873"
"1109","396.4225769042969","396.4225769042969","396.4225769042969","95.54147338867188","95.54147338867188","95.54147338867188","6.814229965209961","6.814229965209961","6.814229965209961","363.5043029785156","363.5043029785156","363.5043029785156","81.99113464355469","81.99113464355469","81.99113464355469","7.07256555557251","7.07256555557251","7.07256555557251"
"1139","155.89796447753906","155.89796447753906","155.89796447753906","34.530555725097656","34.530555725097656","34.530555725097656","8.62178897857666","8.62178897857666","8.62178897857666","152.73321533203125","152.73321533203125","152.73321533203125","33.08304214477539","33.08304214477539","33.08304214477539","9.686339378356934","9.686339378356934","9.686339378356934"
"1169","184.18397521972656","184.18397521972656","184.18397521972656","34.964717864990234","34.964717864990234","34.964717864990234","8.419576644897461","8.419576644897461","8.419576644897461","178.39805603027344","178.39805603027344","178.39805603027344","33.81423568725586","33.81423568725586","33.81423568725586","9.007699966430664","9.007699966430664","9.007699966430664"
"1199","134.40896606445312","134.40896606445312","134.40896606445312","27.56599235534668","27.56599235534668","27.56599235534668","6.235031604766846","6.235031604766846","6.235031604766846","129.8270263671875","129.8270263671875","129.8270263671875","28.07975196838379","28.07975196838379","28.07975196838379","6.116479873657227","6.116479873657227","6.116479873657227"
"1229","367.0340270996094","367.0340270996094","367.0340270996094","215.9295196533203","215.9295196533203","215.9295196533203","6.513481140136719","6.513481140136719","6.513481140136719","358.1784973144531","358.1784973144531","358.1784973144531","282.259765625","282.259765625","282.259765625","6.425766468048096","6.425766468048096","6.425766468048096"
"1259","132.08290100097656","132.08290100097656","132.08290100097656","27.649824142456055","27.649824142456055","27.649824142456055","8.090887069702148","8.090887069702148","8.090887069702148","130.1109161376953","130.1109161376953","130.1109161376953","27.289134979248047","27.289134979248047","27.289134979248047","8.876837730407715","8.876837730407715","8.876837730407715"
"1289","93.21603393554688","93.21603393554688","93.21603393554688","20.571176528930664","20.571176528930664","20.571176528930664","9.953644752502441","9.953644752502441","9.953644752502441","91.37398529052734","91.37398529052734","91.37398529052734","19.930206298828125","19.930206298828125","19.930206298828125","10.368012428283691","10.368012428283691","10.368012428283691"
"1319","96.5235366821289","96.5235366821289","96.5235366821289","46.522010803222656","46.522010803222656","46.522010803222656","9.58094596862793","9.58094596862793","9.58094596862793","98.18624877929688","98.18624877929688","98.18624877929688","59.32767868041992","59.32767868041992","59.32767868041992","10.580142974853516","10.580142974853516","10.580142974853516"
"1349","103.81964874267578","103.81964874267578","103.81964874267578","22.84661293029785","22.84661293029785","22.84661293029785","7.684620380401611","7.684620380401611","7.684620380401611","101.740478515625","101.740478515625","101.740478515625","22.963134765625","22.963134765625","22.963134765625","8.150565147399902","8.150565147399902","8.150565147399902"
"1379","83.59367370605469","83.59367370605469","83.59367370605469","23.179462432861328","23.179462432861328","23.179462432861328","6.943258285522461","6.943258285522461","6.943258285522461","79.88853454589844","79.88853454589844","79.88853454589844","22.58656120300293","22.58656120300293","22.58656120300293","6.873279094696045","6.873279094696045","6.873279094696045"
"1409","99.3953857421875","99.3953857421875","99.3953857421875","21.965131759643555","21.965131759643555","21.965131759643555","5.025608539581299","5.025608539581299","5.025608539581299","95.15699768066406","95.15699768066406","95.15699768066406","21.80508804321289","21.80508804321289","21.80508804321289","4.571705341339111","4.571705341339111","4.571705341339111"
"1439","104.41068267822266","104.41068267822266","104.41068267822266","25.59608268737793","25.59608268737793","25.59608268737793","3.9554903507232666","3.9554903507232666","3.9554903507232666","102.1513442993164","102.1513442993164","102.1513442993164","27.30954933166504","27.30954933166504","27.30954933166504","4.019591808319092","4.019591808319092","4.019591808319092"
"1469","124.05205535888672","124.05205535888672","124.05205535888672","25.360530853271484","25.360530853271484","25.360530853271484","4.544634819030762","4.544634819030762","4.544634819030762","118.23828887939453","118.23828887939453","118.23828887939453","24.267833709716797","24.267833709716797","24.267833709716797","4.527575492858887","4.527575492858887","4.527575492858887"
"1499","94.49588775634766","94.49588775634766","94.49588775634766","19.305339813232422","19.305339813232422","19.305339813232422","7.390751838684082","7.390751838684082","7.390751838684082","93.84048461914062","93.84048461914062","93.84048461914062","19.38758659362793","19.38758659362793","19.38758659362793","7.994049072265625","7.994049072265625","7.994049072265625"
"1529","74.59278106689453","74.59278106689453","74.59278106689453","20.354015350341797","20.354015350341797","20.354015350341797","5.723140239715576","5.723140239715576","5.723140239715576","72.64065551757812","72.64065551757812","72.64065551757812","19.813100814819336","19.813100814819336","19.813100814819336","5.756566524505615","5.756566524505615","5.756566524505615"
"1559","80.84297943115234","80.84297943115234","80.84297943115234","19.354238510131836","19.354238510131836","19.354238510131836","4.921464920043945","4.921464920043945","4.921464920043945","78.70246887207031","78.70246887207031","78.70246887207031","19.464406967163086","19.464406967163086","19.464406967163086","4.6029052734375","4.6029052734375","4.6029052734375"
"1589","68.3300552368164","68.3300552368164","68.3300552368164","16.385112762451172","16.385112762451172","16.385112762451172","4.707459449768066","4.707459449768066","4.707459449768066","65.44420623779297","65.44420623779297","65.44420623779297","16.43400764465332","16.43400764465332","16.43400764465332","4.319332599639893","4.319332599639893","4.319332599639893"
"1619","82.68351745605469","82.68351745605469","82.68351745605469","50.04694366455078","50.04694366455078","50.04694366455078","3.8871421813964844","3.8871421813964844","3.8871421813964844","81.26044464111328","81.26044464111328","81.26044464111328","34.7912483215332","34.7912483215332","34.7912483215332","3.905284881591797","3.905284881591797","3.905284881591797"
"1649","57.93082046508789","57.93082046508789","57.93082046508789","17.76404571533203","17.76404571533203","17.76404571533203","5.621802806854248","5.621802806854248","5.621802806854248","57.225711822509766","57.225711822509766","57.225711822509766","20.09776496887207","20.09776496887207","20.09776496887207","5.474169731140137","5.474169731140137","5.474169731140137"
"1679","61.03679656982422","61.03679656982422","61.03679656982422","14.403117179870605","14.403117179870605","14.403117179870605","6.750967979431152","6.750967979431152","6.750967979431152","61.445648193359375","61.445648193359375","61.445648193359375","15.056625366210938","15.056625366210938","15.056625366210938","6.978206634521484","6.978206634521484","6.978206634521484"
"1709","33.00486373901367","33.00486373901367","33.00486373901367","11.333423614501953","11.333423614501953","11.333423614501953","4.630151748657227","4.630151748657227","4.630151748657227","37.00269317626953","37.00269317626953","37.00269317626953","11.24290943145752","11.24290943145752","11.24290943145752","4.13480281829834","4.13480281829834","4.13480281829834"
"1739","28.393217086791992","28.393217086791992","28.393217086791992","9.707898139953613","9.707898139953613","9.707898139953613","3.10955810546875","3.10955810546875","3.10955810546875","31.74249839782715","31.74249839782715","31.74249839782715","8.635393142700195","8.635393142700195","8.635393142700195","2.5288329124450684","2.5288329124450684","2.5288329124450684"
"1769","39.54539489746094","39.54539489746094","39.54539489746094","10.311423301696777","10.311423301696777","10.311423301696777","3.7665114402770996","3.7665114402770996","3.7665114402770996","44.80923843383789","44.80923843383789","44.80923843383789","10.956120491027832","10.956120491027832","10.956120491027832","3.380833625793457","3.380833625793457","3.380833625793457"
"1799","43.42290115356445","43.42290115356445","43.42290115356445","10.448591232299805","10.448591232299805","10.448591232299805","4.516124248504639","4.516124248504639","4.516124248504639","47.521610260009766","47.521610260009766","47.521610260009766","10.855329513549805","10.855329513549805","10.855329513549805","4.04434061050415","4.04434061050415","4.04434061050415"
"1829","45.58064270019531","45.58064270019531","45.58064270019531","11.45855712890625","11.45855712890625","11.45855712890625","3.510206937789917","3.510206937789917","3.510206937789917","53.24577331542969","53.24577331542969","53.24577331542969","13.298648834228516","13.298648834228516","13.298648834228516","3.1412768363952637","3.1412768363952637","3.1412768363952637"
"1859","66.14533996582031","66.14533996582031","66.14533996582031","12.956859588623047","12.956859588623047","12.956859588623047","2.941333055496216","2.941333055496216","2.941333055496216","70.50739288330078","70.50739288330078","70.50739288330078","13.614855766296387","13.614855766296387","13.614855766296387","2.41851544380188","2.41851544380188","2.41851544380188"
"1889","25.614152908325195","25.614152908325195","25.614152908325195","7.218295574188232","7.218295574188232","7.218295574188232","3.661484479904175","3.661484479904175","3.661484479904175","29.80400276184082","29.80400276184082","29.80400276184082","7.714237689971924","7.714237689971924","7.714237689971924","3.414346218109131","3.414346218109131","3.414346218109131"
"1919","34.70802307128906","34.70802307128906","34.70802307128906","39.724205017089844","39.724205017089844","39.724205017089844","4.032734394073486","4.032734394073486","4.032734394073486","40.59197235107422","40.59197235107422","40.59197235107422","41.268802642822266","41.268802642822266","41.268802642822266","3.408310890197754","3.408310890197754","3.408310890197754"
"1949","34.14535140991211","34.14535140991211","34.14535140991211","8.613133430480957","8.613133430480957","8.613133430480957","3.9112930297851562","3.9112930297851562","3.9112930297851562","38.08487319946289","38.08487319946289","38.08487319946289","8.876757621765137","8.876757621765137","8.876757621765137","3.4449424743652344","3.4449424743652344","3.4449424743652344"
"1979","30.74484634399414","30.74484634399414","30.74484634399414","7.692084789276123","7.692084789276123","7.692084789276123","2.4634921550750732","2.4634921550750732","2.4634921550750732","34.08075714111328","34.08075714111328","34.08075714111328","8.00705337524414","8.00705337524414","8.00705337524414","1.9529399871826172","1.9529399871826172","1.9529399871826172"
"2009","30.074037551879883","30.074037551879883","30.074037551879883","7.9893317222595215","7.9893317222595215","7.9893317222595215","2.9901885986328125","2.9901885986328125","2.9901885986328125","34.10495376586914","34.10495376586914","34.10495376586914","8.957798957824707","8.957798957824707","8.957798957824707","2.465308427810669","2.465308427810669","2.465308427810669"
"2039","24.69335174560547","24.69335174560547","24.69335174560547","6.213857173919678","6.213857173919678","6.213857173919678","2.3465306758880615","2.3465306758880615","2.3465306758880615","28.250473022460938","28.250473022460938","28.250473022460938","8.00502872467041","8.00502872467041","8.00502872467041","1.8526355028152466","1.8526355028152466","1.8526355028152466"
"2069","36.628658294677734","36.628658294677734","36.628658294677734","9.789350509643555","9.789350509643555","9.789350509643555","2.263963222503662","2.263963222503662","2.263963222503662","41.95392608642578","41.95392608642578","41.95392608642578","10.082087516784668","10.082087516784668","10.082087516784668","1.8539742231369019","1.8539742231369019","1.8539742231369019"
"2099","39.26371383666992","39.26371383666992","39.26371383666992","10.33663272857666","10.33663272857666","10.33663272857666","2.3907558917999268","2.3907558917999268","2.3907558917999268","48.47176742553711","48.47176742553711","48.47176742553711","10.340568542480469","10.340568542480469","10.340568542480469","2.0847713947296143","2.0847713947296143","2.0847713947296143"
"2129","22.17450714111328","22.17450714111328","22.17450714111328","5.668895244598389","5.668895244598389","5.668895244598389","2.6142916679382324","2.6142916679382324","2.6142916679382324","27.86672592163086","27.86672592163086","27.86672592163086","6.563693523406982","6.563693523406982","6.563693523406982","2.069371461868286","2.069371461868286","2.069371461868286"
"2159","19.718095779418945","19.718095779418945","19.718095779418945","6.011015892028809","6.011015892028809","6.011015892028809","2.835714340209961","2.835714340209961","2.835714340209961","21.66573143005371","21.66573143005371","21.66573143005371","6.311547756195068","6.311547756195068","6.311547756195068","2.2883057594299316","2.2883057594299316","2.2883057594299316"
"2189","21.045879364013672","21.045879364013672","21.045879364013672","5.237778663635254","5.237778663635254","5.237778663635254","2.5938494205474854","2.5938494205474854","2.5938494205474854","24.491058349609375","24.491058349609375","24.491058349609375","5.474893569946289","5.474893569946289","5.474893569946289","2.4296839237213135","2.4296839237213135","2.4296839237213135"
"2219","23.37401580810547","23.37401580810547","23.37401580810547","7.640948295593262","7.640948295593262","7.640948295593262","2.6073412895202637","2.6073412895202637","2.6073412895202637","30.507503509521484","30.507503509521484","30.507503509521484","9.093546867370605","9.093546867370605","9.093546867370605","2.0871214866638184","2.0871214866638184","2.0871214866638184"
"2249","22.221954345703125","22.221954345703125","22.221954345703125","7.10761022567749","7.10761022567749","7.10761022567749","2.718273162841797","2.718273162841797","2.718273162841797","27.850683212280273","27.850683212280273","27.850683212280273","8.497004508972168","8.497004508972168","8.497004508972168","2.522420644760132","2.522420644760132","2.522420644760132"
"2279","63.7734375","63.7734375","63.7734375","12.211429595947266","12.211429595947266","12.211429595947266","1.9486465454101562","1.9486465454101562","1.9486465454101562","72.00972747802734","72.00972747802734","72.00972747802734","12.446762084960938","12.446762084960938","12.446762084960938","1.4962447881698608","1.4962447881698608","1.4962447881698608"
"2309","13.93493366241455","13.93493366241455","13.93493366241455","4.418513774871826","4.418513774871826","4.418513774871826","2.4965953826904297","2.4965953826904297","2.4965953826904297","18.66642951965332","18.66642951965332","18.66642951965332","5.446022987365723","5.446022987365723","5.446022987365723","2.0164132118225098","2.0164132118225098","2.0164132118225098"
"2339","20.69576072692871","20.69576072692871","20.69576072692871","23.605712890625","23.605712890625","23.605712890625","2.033703327178955","2.033703327178955","2.033703327178955","26.868427276611328","26.868427276611328","26.868427276611328","15.470184326171875","15.470184326171875","15.470184326171875","1.7579330205917358","1.7579330205917358","1.7579330205917358"
"2369","16.754838943481445","16.754838943481445","16.754838943481445","10.362730026245117","10.362730026245117","10.362730026245117","2.117037773132324","2.117037773132324","2.117037773132324","24.54753875732422","24.54753875732422","24.54753875732422","21.982019424438477","21.982019424438477","21.982019424438477","1.8144586086273193","1.8144586086273193","1.8144586086273193"
"2399","18.073667526245117","18.073667526245117","18.073667526245117","54.3975715637207","54.3975715637207","54.3975715637207","1.559713363647461","1.559713363647461","1.559713363647461","28.336942672729492","28.336942672729492","28.336942672729492","62.86732864379883","62.86732864379883","62.86732864379883","1.2387511730194092","1.2387511730194092","1.2387511730194092"
"2429","12.498319625854492","12.498319625854492","12.498319625854492","3.8227880001068115","3.8227880001068115","3.8227880001068115","1.4067935943603516","1.4067935943603516","1.4067935943603516","17.747325897216797","17.747325897216797","17.747325897216797","4.392025470733643","4.392025470733643","4.392025470733643","1.0178248882293701","1.0178248882293701","1.0178248882293701"
"2459","15.052338600158691","15.052338600158691","15.052338600158691","4.358246326446533","4.358246326446533","4.358246326446533","2.2973995208740234","2.2973995208740234","2.2973995208740234","22.40017318725586","22.40017318725586","22.40017318725586","5.587064743041992","5.587064743041992","5.587064743041992","1.8378719091415405","1.8378719091415405","1.8378719091415405"
