"Step","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_10_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_5_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MIN","layer_0_hook_resid_pre_gpt2_jumprelu_fisher_true_project_TinyStories - losses/fisher_reg_term__MAX"
"479","48.49267578125","48.49267578125","48.49267578125","19.9532413482666","19.9532413482666","19.9532413482666","6.119748592376709","6.119748592376709","6.119748592376709"
"509","47.0349006652832","47.0349006652832","47.0349006652832","20.263797760009766","20.263797760009766","20.263797760009766","5.995873928070068","5.995873928070068","5.995873928070068"
"539","38.90870666503906","38.90870666503906","38.90870666503906","51.42467498779297","51.42467498779297","51.42467498779297","6.486652851104736","6.486652851104736","6.486652851104736"
"569","42.44507598876953","42.44507598876953","42.44507598876953","16.759031295776367","16.759031295776367","16.759031295776367","6.17881965637207","6.17881965637207","6.17881965637207"
"599","44.589481353759766","44.589481353759766","44.589481353759766","15.691062927246094","15.691062927246094","15.691062927246094","5.4154953956604","5.4154953956604","5.4154953956604"
"629","47.510658264160156","47.510658264160156","47.510658264160156","17.825115203857422","17.825115203857422","17.825115203857422","4.814662933349609","4.814662933349609","4.814662933349609"
"659","50.37363815307617","50.37363815307617","50.37363815307617","18.849225997924805","18.849225997924805","18.849225997924805","4.495536804199219","4.495536804199219","4.495536804199219"
"689","61.56135559082031","61.56135559082031","61.56135559082031","62.8585319519043","62.8585319519043","62.8585319519043","4.599112510681152","4.599112510681152","4.599112510681152"
"719","46.33814239501953","46.33814239501953","46.33814239501953","16.14280891418457","16.14280891418457","16.14280891418457","4.586406230926514","4.586406230926514","4.586406230926514"
"749","44.391746520996094","44.391746520996094","44.391746520996094","16.803699493408203","16.803699493408203","16.803699493408203","5.064854145050049","5.064854145050049","5.064854145050049"
"779","44.76445770263672","44.76445770263672","44.76445770263672","15.351338386535645","15.351338386535645","15.351338386535645","4.514194011688232","4.514194011688232","4.514194011688232"
"809","60.57810974121094","60.57810974121094","60.57810974121094","61.86220169067383","61.86220169067383","61.86220169067383","4.501021862030029","4.501021862030029","4.501021862030029"
"839","45.55813217163086","45.55813217163086","45.55813217163086","15.414142608642578","15.414142608642578","15.414142608642578","4.343836784362793","4.343836784362793","4.343836784362793"
"869","57.4586067199707","57.4586067199707","57.4586067199707","60.60464096069336","60.60464096069336","60.60464096069336","5.3456854820251465","5.3456854820251465","5.3456854820251465"
"899","44.11971664428711","44.11971664428711","44.11971664428711","15.601070404052734","15.601070404052734","15.601070404052734","4.494693279266357","4.494693279266357","4.494693279266357"
"929","43.463592529296875","43.463592529296875","43.463592529296875","15.070470809936523","15.070470809936523","15.070470809936523","4.497738361358643","4.497738361358643","4.497738361358643"
"959","37.48025131225586","37.48025131225586","37.48025131225586","48.05803680419922","48.05803680419922","48.05803680419922","4.808781147003174","4.808781147003174","4.808781147003174"
"989","54.344295501708984","54.344295501708984","54.344295501708984","16.378149032592773","16.378149032592773","16.378149032592773","3.2944753170013428","3.2944753170013428","3.2944753170013428"
"1019","63.05870819091797","63.05870819091797","63.05870819091797","60.71289825439453","60.71289825439453","60.71289825439453","3.336388111114502","3.336388111114502","3.336388111114502"
"1049","49.96826171875","49.96826171875","49.96826171875","13.665597915649414","13.665597915649414","13.665597915649414","3.338168144226074","3.338168144226074","3.338168144226074"
"1079","48.4515266418457","48.4515266418457","48.4515266418457","12.200972557067871","12.200972557067871","12.200972557067871","3.2654294967651367","3.2654294967651367","3.2654294967651367"
"1109","61.74946975708008","61.74946975708008","61.74946975708008","59.60128402709961","59.60128402709961","59.60128402709961","3.5371360778808594","3.5371360778808594","3.5371360778808594"
"1139","39.46310806274414","39.46310806274414","39.46310806274414","13.048285484313965","13.048285484313965","13.048285484313965","4.243247985839844","4.243247985839844","4.243247985839844"
"1169","38.13583755493164","38.13583755493164","38.13583755493164","11.882194519042969","11.882194519042969","11.882194519042969","4.039272785186768","4.039272785186768","4.039272785186768"
"1199","36.80116271972656","36.80116271972656","36.80116271972656","11.29041862487793","11.29041862487793","11.29041862487793","3.8806872367858887","3.8806872367858887","3.8806872367858887"
"1229","62.44926452636719","62.44926452636719","62.44926452636719","59.63338851928711","59.63338851928711","59.63338851928711","3.0414819717407227","3.0414819717407227","3.0414819717407227"
"1259","39.74627685546875","39.74627685546875","39.74627685546875","12.047914505004883","12.047914505004883","12.047914505004883","3.7535839080810547","3.7535839080810547","3.7535839080810547"
"1289","37.09425354003906","37.09425354003906","37.09425354003906","10.864106178283691","10.864106178283691","10.864106178283691","3.4868109226226807","3.4868109226226807","3.4868109226226807"
"1319","41.078651428222656","41.078651428222656","41.078651428222656","47.899227142333984","47.899227142333984","47.899227142333984","3.75362229347229","3.75362229347229","3.75362229347229"
"1349","40.43738555908203","40.43738555908203","40.43738555908203","12.059946060180664","12.059946060180664","12.059946060180664","3.6795873641967773","3.6795873641967773","3.6795873641967773"
"1379","41.03374099731445","41.03374099731445","41.03374099731445","11.654411315917969","11.654411315917969","11.654411315917969","3.1031177043914795","3.1031177043914795","3.1031177043914795"
"1409","36.42900466918945","36.42900466918945","36.42900466918945","11.058754920959473","11.058754920959473","11.058754920959473","3.3891801834106445","3.3891801834106445","3.3891801834106445"
"1439","35.47813415527344","35.47813415527344","35.47813415527344","11.575424194335938","11.575424194335938","11.575424194335938","4.093901634216309","4.093901634216309","4.093901634216309"
"1469","32.46892166137695","32.46892166137695","32.46892166137695","10.552553176879883","10.552553176879883","10.552553176879883","4.101264476776123","4.101264476776123","4.101264476776123"
"1499","34.68073272705078","34.68073272705078","34.68073272705078","9.532327651977539","9.532327651977539","9.532327651977539","3.5500807762145996","3.5500807762145996","3.5500807762145996"
"1529","36.17048645019531","36.17048645019531","36.17048645019531","10.447165489196777","10.447165489196777","10.447165489196777","3.307673931121826","3.307673931121826","3.307673931121826"
"1559","35.34585189819336","35.34585189819336","35.34585189819336","10.960655212402344","10.960655212402344","10.960655212402344","3.211454391479492","3.211454391479492","3.211454391479492"
"1589","37.39088439941406","37.39088439941406","37.39088439941406","10.623181343078613","10.623181343078613","10.623181343078613","3.251030921936035","3.251030921936035","3.251030921936035"
"1619","34.9080810546875","34.9080810546875","34.9080810546875","43.315067291259766","43.315067291259766","43.315067291259766","3.5922768115997314","3.5922768115997314","3.5922768115997314"
"1649","38.35570526123047","38.35570526123047","38.35570526123047","46.089988708496094","46.089988708496094","46.089988708496094","2.9467358589172363","2.9467358589172363","2.9467358589172363"
"1679","33.89286422729492","33.89286422729492","33.89286422729492","9.572877883911133","9.572877883911133","9.572877883911133","3.245591402053833","3.245591402053833","3.245591402053833"
"1709","34.306495666503906","34.306495666503906","34.306495666503906","8.547220230102539","8.547220230102539","8.547220230102539","2.821218729019165","2.821218729019165","2.821218729019165"
"1739","27.76506996154785","27.76506996154785","27.76506996154785","7.555686950683594","7.555686950683594","7.555686950683594","2.8108367919921875","2.8108367919921875","2.8108367919921875"
"1769","30.64214515686035","30.64214515686035","30.64214515686035","9.82243537902832","9.82243537902832","9.82243537902832","3.167552947998047","3.167552947998047","3.167552947998047"
"1799","29.7337646484375","29.7337646484375","29.7337646484375","8.688775062561035","8.688775062561035","8.688775062561035","3.111846446990967","3.111846446990967","3.111846446990967"
"1829","29.2032413482666","29.2032413482666","29.2032413482666","9.453866958618164","9.453866958618164","9.453866958618164","3.3503692150115967","3.3503692150115967","3.3503692150115967"
"1859","28.08936882019043","28.08936882019043","28.08936882019043","9.512174606323242","9.512174606323242","9.512174606323242","3.077901840209961","3.077901840209961","3.077901840209961"
"1889","27.772207260131836","27.772207260131836","27.772207260131836","6.748136043548584","6.748136043548584","6.748136043548584","2.7790329456329346","2.7790329456329346","2.7790329456329346"
"1919","33.347137451171875","33.347137451171875","33.347137451171875","42.732112884521484","42.732112884521484","42.732112884521484","2.762331485748291","2.762331485748291","2.762331485748291"
"1949","27.95489501953125","27.95489501953125","27.95489501953125","8.868661880493164","8.868661880493164","8.868661880493164","2.821826934814453","2.821826934814453","2.821826934814453"
"1979","29.194198608398438","29.194198608398438","29.194198608398438","8.229178428649902","8.229178428649902","8.229178428649902","2.843980312347412","2.843980312347412","2.843980312347412"
"2009","27.393400192260742","27.393400192260742","27.393400192260742","8.061408042907715","8.061408042907715","8.061408042907715","2.816929817199707","2.816929817199707","2.816929817199707"
"2039","27.573997497558594","27.573997497558594","27.573997497558594","7.72254753112793","7.72254753112793","7.72254753112793","2.5846188068389893","2.5846188068389893","2.5846188068389893"
"2069","25.872272491455078","25.872272491455078","25.872272491455078","8.927223205566406","8.927223205566406","8.927223205566406","3.0022356510162354","3.0022356510162354","3.0022356510162354"
"2099","25.427148818969727","25.427148818969727","25.427148818969727","9.516571998596191","9.516571998596191","9.516571998596191","3.290351390838623","3.290351390838623","3.290351390838623"
"2129","25.091869354248047","25.091869354248047","25.091869354248047","7.404131889343262","7.404131889343262","7.404131889343262","2.4782299995422363","2.4782299995422363","2.4782299995422363"
"2159","27.465532302856445","27.465532302856445","27.465532302856445","6.565147399902344","6.565147399902344","6.565147399902344","2.255303382873535","2.255303382873535","2.255303382873535"
"2189","24.300249099731445","24.300249099731445","24.300249099731445","7.263493061065674","7.263493061065674","7.263493061065674","2.732095956802368","2.732095956802368","2.732095956802368"
"2219","25.33293342590332","25.33293342590332","25.33293342590332","8.243980407714844","8.243980407714844","8.243980407714844","2.8272883892059326","2.8272883892059326","2.8272883892059326"
"2249","25.5147705078125","25.5147705078125","25.5147705078125","7.738492965698242","7.738492965698242","7.738492965698242","2.7355809211730957","2.7355809211730957","2.7355809211730957"
"2279","206.130615234375","206.130615234375","206.130615234375","100.08565521240234","100.08565521240234","100.08565521240234","53.42742919921875","53.42742919921875","53.42742919921875"
"2309","24.180683135986328","24.180683135986328","24.180683135986328","6.228309154510498","6.228309154510498","6.228309154510498","2.6052191257476807","2.6052191257476807","2.6052191257476807"
"2339","31.65780258178711","31.65780258178711","31.65780258178711","41.26225662231445","41.26225662231445","41.26225662231445","2.6867685317993164","2.6867685317993164","2.6867685317993164"
"2369","32.50719451904297","32.50719451904297","32.50719451904297","43.556976318359375","43.556976318359375","43.556976318359375","2.591456651687622","2.591456651687622","2.591456651687622"
"2399","28.469343185424805","28.469343185424805","28.469343185424805","40.27329635620117","40.27329635620117","40.27329635620117","2.5053768157958984","2.5053768157958984","2.5053768157958984"
"2429","21.402040481567383","21.402040481567383","21.402040481567383","6.319990158081055","6.319990158081055","6.319990158081055","2.519286632537842","2.519286632537842","2.519286632537842"
"2459","22.06230354309082","22.06230354309082","22.06230354309082","6.492401599884033","6.492401599884033","6.492401599884033","2.5209643840789795","2.5209643840789795","2.5209643840789795"
"2489","24.00080108642578","24.00080108642578","24.00080108642578","7.322141170501709","7.322141170501709","7.322141170501709","2.692631244659424","2.692631244659424","2.692631244659424"
"2519","22.437082290649414","22.437082290649414","22.437082290649414","6.976585388183594","6.976585388183594","6.976585388183594","2.510359764099121","2.510359764099121","2.510359764099121"
"2549","23.398527145385742","23.398527145385742","23.398527145385742","7.032228946685791","7.032228946685791","7.032228946685791","2.847806930541992","2.847806930541992","2.847806930541992"
"2579","28.06867218017578","28.06867218017578","28.06867218017578","38.881683349609375","38.881683349609375","38.881683349609375","2.472905397415161","2.472905397415161","2.472905397415161"
"2609","21.611684799194336","21.611684799194336","21.611684799194336","6.738481521606445","6.738481521606445","6.738481521606445","2.413646697998047","2.413646697998047","2.413646697998047"
"2639","16.027835845947266","16.027835845947266","16.027835845947266","4.6811017990112305","4.6811017990112305","4.6811017990112305","2.3154139518737793","2.3154139518737793","2.3154139518737793"
"2669","19.429027557373047","19.429027557373047","19.429027557373047","6.428657054901123","6.428657054901123","6.428657054901123","2.5372326374053955","2.5372326374053955","2.5372326374053955"
"2699","21.259212493896484","21.259212493896484","21.259212493896484","5.959291934967041","5.959291934967041","5.959291934967041","2.417532444000244","2.417532444000244","2.417532444000244"
"2729","20.8749942779541","20.8749942779541","20.8749942779541","6.990502834320068","6.990502834320068","6.990502834320068","2.503387451171875","2.503387451171875","2.503387451171875"
"2759","14.749834060668945","14.749834060668945","14.749834060668945","4.47940731048584","4.47940731048584","4.47940731048584","2.5122101306915283","2.5122101306915283","2.5122101306915283"
"2789","16.7319278717041","16.7319278717041","16.7319278717041","4.459543228149414","4.459543228149414","4.459543228149414","2.584660053253174","2.584660053253174","2.584660053253174"
"2819","18.75982093811035","18.75982093811035","18.75982093811035","5.739543437957764","5.739543437957764","5.739543437957764","2.3617074489593506","2.3617074489593506","2.3617074489593506"
"2849","19.043115615844727","19.043115615844727","19.043115615844727","6.161708831787109","6.161708831787109","6.161708831787109","2.6203019618988037","2.6203019618988037","2.6203019618988037"
"2879","24.513818740844727","24.513818740844727","24.513818740844727","37.69736862182617","37.69736862182617","37.69736862182617","2.4751925468444824","2.4751925468444824","2.4751925468444824"
"2909","15.49571418762207","15.49571418762207","15.49571418762207","4.940650463104248","4.940650463104248","4.940650463104248","2.4166531562805176","2.4166531562805176","2.4166531562805176"
"2939","8.66280460357666","8.66280460357666","8.66280460357666","3.565157890319824","3.565157890319824","3.565157890319824","2.1935856342315674","2.1935856342315674","2.1935856342315674"
"2969","24.989887237548828","24.989887237548828","24.989887237548828","37.1328125","37.1328125","37.1328125","2.211362600326538","2.211362600326538","2.211362600326538"
"2999","10.294206619262695","10.294206619262695","10.294206619262695","3.5746240615844727","3.5746240615844727","3.5746240615844727","2.287733793258667","2.287733793258667","2.287733793258667"
"3029","26.95406723022461","26.95406723022461","26.95406723022461","39.29375076293945","39.29375076293945","39.29375076293945","2.197998523712158","2.197998523712158","2.197998523712158"
"3059","16.25479507446289","16.25479507446289","16.25479507446289","4.898923397064209","4.898923397064209","4.898923397064209","2.155787706375122","2.155787706375122","2.155787706375122"
"3089","11.132984161376953","11.132984161376953","11.132984161376953","3.396775484085083","3.396775484085083","3.396775484085083","2.2564361095428467","2.2564361095428467","2.2564361095428467"
"3119","13.420674324035645","13.420674324035645","13.420674324035645","3.883992910385132","3.883992910385132","3.883992910385132","2.078164577484131","2.078164577484131","2.078164577484131"
"3149","12.225996017456055","12.225996017456055","12.225996017456055","3.7823338508605957","3.7823338508605957","3.7823338508605957","2.2097856998443604","2.2097856998443604","2.2097856998443604"
"3179","12.963422775268555","12.963422775268555","12.963422775268555","5.074245452880859","5.074245452880859","5.074245452880859","2.322725296020508","2.322725296020508","2.322725296020508"
"3209","17.020917892456055","17.020917892456055","17.020917892456055","5.300685882568359","5.300685882568359","5.300685882568359","2.53701114654541","2.53701114654541","2.53701114654541"
"3239","13.554279327392578","13.554279327392578","13.554279327392578","3.9030778408050537","3.9030778408050537","3.9030778408050537","2.2451863288879395","2.2451863288879395","2.2451863288879395"
"3269","13.083976745605469","13.083976745605469","13.083976745605469","4.345344066619873","4.345344066619873","4.345344066619873","2.168881893157959","2.168881893157959","2.168881893157959"
"3299","15.651764869689941","15.651764869689941","15.651764869689941","5.124331474304199","5.124331474304199","5.124331474304199","2.2801427841186523","2.2801427841186523","2.2801427841186523"
"3329","17.173131942749023","17.173131942749023","17.173131942749023","5.73004150390625","5.73004150390625","5.73004150390625","2.4262781143188477","2.4262781143188477","2.4262781143188477"
"3359","14.210783004760742","14.210783004760742","14.210783004760742","4.7835001945495605","4.7835001945495605","4.7835001945495605","2.3346059322357178","2.3346059322357178","2.3346059322357178"
"3389","7.453221797943115","7.453221797943115","7.453221797943115","2.892413854598999","2.892413854598999","2.892413854598999","2.152503728866577","2.152503728866577","2.152503728866577"
"3419","12.61001205444336","12.61001205444336","12.61001205444336","3.791576385498047","3.791576385498047","3.791576385498047","2.020709753036499","2.020709753036499","2.020709753036499"
"3449","12.977486610412598","12.977486610412598","12.977486610412598","4.246918201446533","4.246918201446533","4.246918201446533","2.149959087371826","2.149959087371826","2.149959087371826"
"3479","11.92351245880127","11.92351245880127","11.92351245880127","3.8104119300842285","3.8104119300842285","3.8104119300842285","2.211986541748047","2.211986541748047","2.211986541748047"
"3509","20.32170295715332","20.32170295715332","20.32170295715332","33.83002471923828","33.83002471923828","33.83002471923828","2.3544206619262695","2.3544206619262695","2.3544206619262695"
"3539","16.62315559387207","16.62315559387207","16.62315559387207","5.84187126159668","5.84187126159668","5.84187126159668","2.1612846851348877","2.1612846851348877","2.1612846851348877"
"3569","12.451324462890625","12.451324462890625","12.451324462890625","3.8731343746185303","3.8731343746185303","3.8731343746185303","2.003451108932495","2.003451108932495","2.003451108932495"
"3599","10.103778839111328","10.103778839111328","10.103778839111328","3.6906023025512695","3.6906023025512695","3.6906023025512695","2.2559447288513184","2.2559447288513184","2.2559447288513184"
"3629","7.9663262367248535","7.9663262367248535","7.9663262367248535","3.3603320121765137","3.3603320121765137","3.3603320121765137","2.303455114364624","2.303455114364624","2.303455114364624"
"3659","18.090009689331055","18.090009689331055","18.090009689331055","33.24523162841797","33.24523162841797","33.24523162841797","2.18084454536438","2.18084454536438","2.18084454536438"
"3689","2.9399588108062744","2.9399588108062744","2.9399588108062744","2.618565082550049","2.618565082550049","2.618565082550049","2.241776704788208","2.241776704788208","2.241776704788208"
"3719","11.937886238098145","11.937886238098145","11.937886238098145","4.484144687652588","4.484144687652588","4.484144687652588","2.13883638381958","2.13883638381958","2.13883638381958"
"3749","2.844754457473755","2.844754457473755","2.844754457473755","2.5762338638305664","2.5762338638305664","2.5762338638305664","2.2646985054016113","2.2646985054016113","2.2646985054016113"
"3779","8.400373458862305","8.400373458862305","8.400373458862305","3.7109391689300537","3.7109391689300537","3.7109391689300537","2.1433627605438232","2.1433627605438232","2.1433627605438232"
"3809","9.588732719421387","9.588732719421387","9.588732719421387","2.9833781719207764","2.9833781719207764","2.9833781719207764","2.003716230392456","2.003716230392456","2.003716230392456"
"3839","9.754287719726562","9.754287719726562","9.754287719726562","3.3206138610839844","3.3206138610839844","3.3206138610839844","2.3807854652404785","2.3807854652404785","2.3807854652404785"
"3869","18.858198165893555","18.858198165893555","18.858198165893555","32.00857162475586","32.00857162475586","32.00857162475586","2.378568410873413","2.378568410873413","2.378568410873413"
"3899","13.367202758789062","13.367202758789062","13.367202758789062","4.749044418334961","4.749044418334961","4.749044418334961","2.1957902908325195","2.1957902908325195","2.1957902908325195"
"3929","6.396561145782471","6.396561145782471","6.396561145782471","2.8347787857055664","2.8347787857055664","2.8347787857055664","2.1699938774108887","2.1699938774108887","2.1699938774108887"
"3959","8.617599487304688","8.617599487304688","8.617599487304688","3.1643872261047363","3.1643872261047363","3.1643872261047363","2.151508092880249","2.151508092880249","2.151508092880249"
"3989","8.539410591125488","8.539410591125488","8.539410591125488","3.5971975326538086","3.5971975326538086","3.5971975326538086","2.3003485202789307","2.3003485202789307","2.3003485202789307"
"4019","15.014324188232422","15.014324188232422","15.014324188232422","31.45844078063965","31.45844078063965","31.45844078063965","2.0385587215423584","2.0385587215423584","2.0385587215423584"
"4049","7.753449440002441","7.753449440002441","7.753449440002441","2.865875244140625","2.865875244140625","2.865875244140625","2.2822210788726807","2.2822210788726807","2.2822210788726807"
"4079","13.583723068237305","13.583723068237305","13.583723068237305","4.671675205230713","4.671675205230713","4.671675205230713","2.243587017059326","2.243587017059326","2.243587017059326"
"4109","9.260381698608398","9.260381698608398","9.260381698608398","3.4200408458709717","3.4200408458709717","3.4200408458709717","2.2092766761779785","2.2092766761779785","2.2092766761779785"
"4139","12.44697093963623","12.44697093963623","12.44697093963623","4.671075820922852","4.671075820922852","4.671075820922852","2.2559072971343994","2.2559072971343994","2.2559072971343994"
"4169","11.953230857849121","11.953230857849121","11.953230857849121","4.0209879875183105","4.0209879875183105","4.0209879875183105","2.1667325496673584","2.1667325496673584","2.1667325496673584"
"4199","5.497147083282471","5.497147083282471","5.497147083282471","2.7775914669036865","2.7775914669036865","2.7775914669036865","2.2489230632781982","2.2489230632781982","2.2489230632781982"
"4229","15.672607421875","15.672607421875","15.672607421875","5.298427581787109","5.298427581787109","5.298427581787109","2.43937611579895","2.43937611579895","2.43937611579895"
"4259","2.720215320587158","2.720215320587158","2.720215320587158","2.6326329708099365","2.6326329708099365","2.6326329708099365","2.1821744441986084","2.1821744441986084","2.1821744441986084"
"4289","2.5969913005828857","2.5969913005828857","2.5969913005828857","2.4616780281066895","2.4616780281066895","2.4616780281066895","2.2315056324005127","2.2315056324005127","2.2315056324005127"
"4319","2.6780853271484375","2.6780853271484375","2.6780853271484375","2.4929237365722656","2.4929237365722656","2.4929237365722656","2.1456406116485596","2.1456406116485596","2.1456406116485596"
"4349","2.8634185791015625","2.8634185791015625","2.8634185791015625","2.603971242904663","2.603971242904663","2.603971242904663","2.184211015701294","2.184211015701294","2.184211015701294"
"4379","13.03327751159668","13.03327751159668","13.03327751159668","30.214853286743164","30.214853286743164","30.214853286743164","2.3302669525146484","2.3302669525146484","2.3302669525146484"
"4409","2.6933233737945557","2.6933233737945557","2.6933233737945557","2.589303493499756","2.589303493499756","2.589303493499756","2.293323516845703","2.293323516845703","2.293323516845703"
"4439","6.131503582000732","6.131503582000732","6.131503582000732","2.6400249004364014","2.6400249004364014","2.6400249004364014","2.088221788406372","2.088221788406372","2.088221788406372"
"4469","2.4084107875823975","2.4084107875823975","2.4084107875823975","2.209728956222534","2.209728956222534","2.209728956222534","1.9470086097717285","1.9470086097717285","1.9470086097717285"
"4499","12.751330375671387","12.751330375671387","12.751330375671387","29.780309677124023","29.780309677124023","29.780309677124023","2.1704015731811523","2.1704015731811523","2.1704015731811523"
"4529","9.491226196289062","9.491226196289062","9.491226196289062","4.1806769371032715","4.1806769371032715","4.1806769371032715","2.1661899089813232","2.1661899089813232","2.1661899089813232"
"4559","10.747180938720703","10.747180938720703","10.747180938720703","3.5098021030426025","3.5098021030426025","3.5098021030426025","1.9716057777404785","1.9716057777404785","1.9716057777404785"
"4589","2.4572157859802246","2.4572157859802246","2.4572157859802246","2.4122743606567383","2.4122743606567383","2.4122743606567383","2.160306692123413","2.160306692123413","2.160306692123413"
"4619","2.5162107944488525","2.5162107944488525","2.5162107944488525","2.3303627967834473","2.3303627967834473","2.3303627967834473","1.9917426109313965","1.9917426109313965","1.9917426109313965"
"4649","9.881214141845703","9.881214141845703","9.881214141845703","29.164403915405273","29.164403915405273","29.164403915405273","2.1374804973602295","2.1374804973602295","2.1374804973602295"
"4679","7.586990833282471","7.586990833282471","7.586990833282471","2.989842653274536","2.989842653274536","2.989842653274536","2.265012264251709","2.265012264251709","2.265012264251709"
"4709","9.304609298706055","9.304609298706055","9.304609298706055","3.986851215362549","3.986851215362549","3.986851215362549","1.9259322881698608","1.9259322881698608","1.9259322881698608"
"4739","9.959390640258789","9.959390640258789","9.959390640258789","4.36453104019165","4.36453104019165","4.36453104019165","2.2900893688201904","2.2900893688201904","2.2900893688201904"
"4769","8.882940292358398","8.882940292358398","8.882940292358398","3.4432265758514404","3.4432265758514404","3.4432265758514404","2.256141424179077","2.256141424179077","2.256141424179077"
"4799","5.043135643005371","5.043135643005371","5.043135643005371","2.4730005264282227","2.4730005264282227","2.4730005264282227","1.873909831047058","1.873909831047058","1.873909831047058"
"4829","7.306950569152832","7.306950569152832","7.306950569152832","2.820598602294922","2.820598602294922","2.820598602294922","2.152479410171509","2.152479410171509","2.152479410171509"
"4859","2.4781105518341064","2.4781105518341064","2.4781105518341064","2.4078197479248047","2.4078197479248047","2.4078197479248047","2.1459169387817383","2.1459169387817383","2.1459169387817383"
"4889","2.317861557006836","2.317861557006836","2.317861557006836","2.3357951641082764","2.3357951641082764","2.3357951641082764","2.1124348640441895","2.1124348640441895","2.1124348640441895"
"4919","11.081137657165527","11.081137657165527","11.081137657165527","28.06959342956543","28.06959342956543","28.06959342956543","2.231271266937256","2.231271266937256","2.231271266937256"
"4949","2.494100570678711","2.494100570678711","2.494100570678711","2.420532703399658","2.420532703399658","2.420532703399658","2.1928186416625977","2.1928186416625977","2.1928186416625977"
